,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_NA,Income_Category_NA,Marital_Status,Gender
601,47.0,4.0,4.0,1.0,0.0,27.0,4.0,6.0,3.0,6885.0,1611.0,5274.0,0.955,3804.0,67.0,0.861,0.234,0.0,0.0,,
602,59.0,1.0,3.0,0.0,0.0,36.0,3.0,1.0,1.0,2697.0,1410.0,1287.0,0.925,4489.0,58.0,0.706,0.523,0.0,0.0,Married,M
603,56.0,2.0,3.0,3.0,0.0,51.0,3.0,3.0,3.0,12186.0,1080.0,11106.0,0.842,4785.0,66.0,0.65,0.089,0.0,0.0,Married,F
604,50.0,0.0,3.0,0.0,0.0,41.0,2.0,3.0,1.0,3423.0,0.0,3423.0,0.505,2229.0,45.0,0.406,0.0,0.0,0.0,Single,F
605,45.0,2.0,2.0,0.0,0.0,36.0,1.0,3.0,2.0,3387.0,0.0,3387.0,0.789,510.0,24.0,0.6,0.0,0.0,0.0,Single,F
606,42.0,5.0,2.0,2.0,0.0,35.0,6.0,3.0,2.0,13650.0,1253.0,12397.0,0.743,1703.0,53.0,0.71,0.092,1.0,0.0,Married,F
607,35.0,2.0,4.0,1.0,0.0,21.0,3.0,1.0,3.0,2256.0,775.0,1481.0,0.879,1749.0,33.0,0.435,0.344,0.0,0.0,Married,M
608,41.0,5.0,1.0,1.0,0.0,32.0,6.0,1.0,2.0,14987.0,1425.0,13562.0,0.8,4470.0,83.0,0.844,0.095,0.0,0.0,Married,M
609,50.0,2.0,4.0,2.0,0.0,36.0,1.0,3.0,2.0,2296.0,1371.0,925.0,0.604,5483.0,77.0,0.791,0.597,0.0,0.0,,
610,39.0,4.0,2.0,1.0,0.0,36.0,3.0,2.0,3.0,1776.0,0.0,1776.0,0.518,2201.0,31.0,0.292,0.0,0.0,0.0,Married,M
611,37.0,4.0,2.0,2.0,0.0,30.0,5.0,1.0,4.0,15936.0,827.0,15109.0,1.085,2477.0,49.0,1.042,0.052,0.0,0.0,Married,F
612,39.0,3.0,3.0,3.0,0.0,31.0,6.0,2.0,4.0,8434.0,2222.0,6212.0,0.691,1414.0,27.0,0.929,0.263,0.0,0.0,Single,F
613,45.0,2.0,3.0,0.0,0.0,31.0,2.0,1.0,2.0,1946.0,1183.0,763.0,0.806,8423.0,82.0,0.708,0.608,0.0,0.0,Single,M
614,46.0,2.0,1.0,2.0,0.0,32.0,4.0,1.0,3.0,7966.0,1423.0,6543.0,0.987,3780.0,75.0,0.923,0.179,0.0,1.0,,
615,46.0,2.0,1.0,4.0,0.0,36.0,3.0,1.0,3.0,13001.0,1482.0,11519.0,0.552,3671.0,55.0,0.528,0.114,0.0,0.0,Married,M
616,55.0,2.0,0.0,2.0,1.0,48.0,5.0,3.0,3.0,34516.0,1384.0,33132.0,0.625,3807.0,82.0,0.864,0.04,0.0,0.0,,
617,59.0,1.0,5.0,0.0,0.0,40.0,3.0,3.0,1.0,2687.0,2452.0,235.0,0.817,4697.0,81.0,0.761,0.913,0.0,0.0,,
618,50.0,1.0,2.0,0.0,0.0,46.0,4.0,2.0,3.0,2081.0,1235.0,846.0,1.485,1337.0,29.0,1.071,0.593,1.0,0.0,Married,F
619,59.0,1.0,3.0,2.0,0.0,48.0,4.0,3.0,2.0,14257.0,1113.0,13144.0,0.406,1809.0,23.0,0.278,0.078,0.0,0.0,Married,M
620,49.0,4.0,3.0,3.0,0.0,36.0,2.0,3.0,2.0,3999.0,0.0,3999.0,0.938,7567.0,76.0,0.652,0.0,0.0,0.0,Married,F
621,41.0,1.0,3.0,0.0,0.0,32.0,2.0,2.0,1.0,1438.3,0.0,1438.3,0.824,4897.0,96.0,0.778,0.0,0.0,0.0,Married,M
622,53.0,4.0,3.0,4.0,2.0,41.0,5.0,1.0,2.0,34516.0,2374.0,32142.0,0.81,4390.0,77.0,0.604,0.069,0.0,1.0,Married,F
623,43.0,3.0,2.0,0.0,0.0,31.0,6.0,4.0,3.0,1477.0,0.0,1477.0,0.756,4802.0,82.0,0.864,0.0,0.0,0.0,Single,M
624,42.0,2.0,3.0,3.0,0.0,31.0,4.0,2.0,3.0,12386.0,980.0,11406.0,0.656,3274.0,69.0,0.568,0.079,0.0,0.0,Married,M
625,45.0,3.0,3.0,2.0,0.0,41.0,6.0,3.0,3.0,9106.0,2477.0,6629.0,0.515,1239.0,33.0,0.737,0.272,0.0,0.0,Married,M
626,50.0,2.0,2.0,4.0,0.0,45.0,6.0,2.0,4.0,32719.0,1650.0,31069.0,0.717,4037.0,60.0,0.714,0.05,1.0,0.0,Single,M
627,44.0,2.0,3.0,0.0,0.0,32.0,2.0,1.0,3.0,3080.0,1776.0,1304.0,0.973,5097.0,77.0,0.833,0.577,0.0,0.0,Married,F
628,45.0,3.0,3.0,2.0,0.0,36.0,2.0,3.0,2.0,12406.0,1980.0,10426.0,0.791,8113.0,90.0,0.5,0.16,0.0,1.0,Married,F
629,51.0,4.0,1.0,3.0,0.0,41.0,5.0,2.0,0.0,15897.0,1437.0,14460.0,0.584,1405.0,43.0,0.387,0.09,0.0,0.0,,
630,56.0,2.0,2.0,1.0,0.0,48.0,2.0,2.0,1.0,14344.0,2014.0,12330.0,0.726,7359.0,85.0,0.574,0.14,1.0,0.0,Married,M
631,37.0,3.0,3.0,1.0,0.0,25.0,2.0,2.0,3.0,9875.0,1239.0,8636.0,0.939,8920.0,105.0,0.694,0.125,0.0,0.0,,
632,37.0,3.0,2.0,0.0,0.0,28.0,4.0,2.0,1.0,1788.0,0.0,1788.0,1.001,3511.0,56.0,0.931,0.0,0.0,0.0,Married,F
633,50.0,2.0,1.0,4.0,0.0,40.0,6.0,4.0,3.0,13709.0,813.0,12896.0,0.65,2511.0,40.0,0.6,0.059,0.0,0.0,Married,F
634,43.0,4.0,3.0,2.0,0.0,35.0,6.0,3.0,2.0,24396.0,1171.0,23225.0,0.655,965.0,17.0,1.125,0.048,1.0,0.0,Married,M
635,60.0,0.0,2.0,0.0,0.0,55.0,5.0,1.0,3.0,1438.3,738.0,700.3,0.782,1226.0,33.0,0.571,0.513,0.0,0.0,,
636,48.0,4.0,4.0,0.0,0.0,38.0,3.0,3.0,3.0,3874.0,460.0,3414.0,1.023,4921.0,51.0,0.645,0.119,0.0,0.0,Married,M
637,40.0,4.0,1.0,0.0,0.0,36.0,2.0,1.0,3.0,3961.0,1531.0,2430.0,0.646,12631.0,100.0,0.852,0.387,0.0,0.0,,
638,50.0,2.0,0.0,2.0,0.0,34.0,5.0,3.0,2.0,23381.0,905.0,22476.0,0.645,4357.0,73.0,0.521,0.039,0.0,1.0,,
639,60.0,2.0,3.0,2.0,0.0,50.0,3.0,1.0,2.0,9033.0,845.0,8188.0,0.663,1661.0,35.0,0.4,0.094,0.0,0.0,Single,M
640,44.0,4.0,2.0,3.0,0.0,37.0,5.0,1.0,2.0,4234.0,972.0,3262.0,1.707,1348.0,27.0,1.7,0.23,1.0,0.0,,
641,50.0,0.0,0.0,2.0,0.0,36.0,4.0,3.0,3.0,2334.0,707.0,1627.0,0.561,1386.0,30.0,0.5,0.303,0.0,0.0,Married,M
642,33.0,3.0,1.0,4.0,0.0,20.0,6.0,3.0,2.0,27499.0,1188.0,26311.0,0.544,2202.0,46.0,0.394,0.043,0.0,0.0,Married,F
643,63.0,1.0,2.0,2.0,0.0,36.0,6.0,2.0,3.0,3967.0,1568.0,2399.0,1.236,1657.0,29.0,1.231,0.395,0.0,1.0,Married,M
644,50.0,3.0,3.0,0.0,0.0,36.0,4.0,3.0,2.0,1438.3,1002.0,436.3,1.306,2004.0,25.0,0.667,0.697,0.0,0.0,Married,M
645,39.0,3.0,3.0,3.0,0.0,31.0,4.0,2.0,3.0,30753.0,1661.0,29092.0,0.681,1780.0,33.0,0.941,0.054,0.0,0.0,,
646,51.0,2.0,3.0,0.0,0.0,43.0,1.0,3.0,3.0,3683.0,1039.0,2644.0,0.595,4684.0,86.0,0.755,0.282,0.0,0.0,Single,M
647,61.0,0.0,1.0,0.0,0.0,51.0,4.0,2.0,2.0,8476.0,0.0,8476.0,0.675,3889.0,67.0,0.489,0.0,0.0,1.0,Single,M
648,57.0,2.0,1.0,1.0,0.0,45.0,3.0,4.0,3.0,2428.0,932.0,1496.0,0.768,4823.0,62.0,0.824,0.384,1.0,0.0,Single,M
649,62.0,1.0,2.0,0.0,0.0,56.0,6.0,0.0,0.0,1438.3,0.0,1438.3,0.813,1951.0,44.0,1.095,0.0,1.0,0.0,Married,F
650,49.0,3.0,1.0,3.0,0.0,41.0,5.0,2.0,3.0,8051.0,2138.0,5913.0,0.716,4370.0,83.0,0.886,0.266,0.0,0.0,Divorced,F
651,51.0,3.0,2.0,1.0,0.0,36.0,2.0,3.0,3.0,4762.0,0.0,4762.0,0.526,2811.0,52.0,0.3,0.0,0.0,0.0,Single,M
652,57.0,2.0,2.0,1.0,0.0,50.0,2.0,5.0,3.0,6462.0,0.0,6462.0,0.856,761.0,17.0,0.214,0.0,0.0,0.0,Single,M
653,47.0,5.0,2.0,1.0,0.0,41.0,1.0,2.0,3.0,2675.0,1999.0,676.0,0.679,4138.0,64.0,0.561,0.747,1.0,1.0,,
654,38.0,3.0,2.0,3.0,0.0,26.0,3.0,3.0,2.0,1438.3,0.0,1438.3,0.399,1585.0,32.0,0.455,0.0,0.0,0.0,Divorced,F
655,53.0,1.0,0.0,4.0,0.0,47.0,4.0,2.0,2.0,20783.0,1257.0,19526.0,0.724,3819.0,76.0,0.617,0.06,0.0,0.0,Married,M
656,49.0,4.0,0.0,0.0,0.0,38.0,1.0,3.0,3.0,2305.0,1173.0,1132.0,0.818,5106.0,74.0,0.762,0.509,0.0,0.0,Married,F
657,47.0,3.0,2.0,3.0,0.0,38.0,5.0,3.0,3.0,8185.0,1556.0,6629.0,0.806,4527.0,83.0,0.93,0.19,0.0,0.0,Married,F
658,57.0,1.0,1.0,3.0,0.0,53.0,3.0,2.0,4.0,25058.0,1710.0,23348.0,0.613,2053.0,55.0,0.528,0.068,0.0,0.0,Married,M
659,43.0,3.0,3.0,3.0,0.0,38.0,3.0,5.0,1.0,23459.0,2305.0,21154.0,0.636,7279.0,83.0,0.627,0.098,0.0,0.0,Married,F
660,38.0,5.0,3.0,3.0,0.0,26.0,5.0,1.0,2.0,16033.0,766.0,15267.0,0.682,15260.0,115.0,0.855,0.048,1.0,0.0,Married,M
661,63.0,1.0,1.0,2.0,1.0,53.0,5.0,4.0,4.0,25502.0,1450.0,24052.0,0.797,4323.0,81.0,0.688,0.057,1.0,0.0,Married,F
662,33.0,1.0,4.0,0.0,0.0,15.0,6.0,2.0,0.0,1741.0,1328.0,413.0,0.69,2629.0,61.0,0.649,0.763,0.0,0.0,Married,M
663,48.0,3.0,3.0,3.0,1.0,37.0,3.0,2.0,3.0,34516.0,0.0,34516.0,0.448,1122.0,13.0,0.182,0.0,0.0,0.0,Married,M
664,52.0,4.0,0.0,0.0,0.0,48.0,5.0,5.0,2.0,1438.3,771.0,667.3,0.652,5053.0,74.0,0.947,0.536,0.0,1.0,,
665,45.0,2.0,3.0,0.0,0.0,37.0,6.0,2.0,2.0,6091.0,0.0,6091.0,0.56,3340.0,60.0,0.579,0.0,0.0,0.0,Married,M
666,49.0,3.0,3.0,0.0,0.0,38.0,3.0,3.0,4.0,1652.0,812.0,840.0,0.548,1771.0,47.0,0.516,0.492,1.0,0.0,Single,F
667,40.0,3.0,0.0,3.0,0.0,29.0,3.0,2.0,1.0,30997.0,2330.0,28667.0,0.65,3821.0,81.0,0.841,0.075,0.0,0.0,,
668,63.0,0.0,0.0,2.0,0.0,54.0,5.0,3.0,2.0,11827.0,0.0,11827.0,0.921,1395.0,37.0,0.609,0.0,0.0,1.0,Single,M
669,40.0,4.0,2.0,0.0,0.0,27.0,5.0,3.0,0.0,1438.3,860.0,578.3,0.79,4655.0,82.0,0.864,0.598,1.0,0.0,Single,M
670,40.0,3.0,2.0,3.0,1.0,34.0,2.0,1.0,3.0,34516.0,2052.0,32464.0,0.477,3510.0,62.0,0.476,0.059,0.0,0.0,,
671,56.0,2.0,3.0,3.0,0.0,44.0,2.0,1.0,2.0,8204.0,1375.0,6829.0,0.915,4727.0,76.0,0.949,0.168,0.0,1.0,Single,F
672,54.0,5.0,2.0,2.0,0.0,45.0,6.0,1.0,3.0,20401.0,0.0,20401.0,0.723,4637.0,75.0,0.562,0.0,0.0,0.0,Married,F
673,46.0,3.0,2.0,2.0,0.0,36.0,5.0,2.0,2.0,9981.0,807.0,9174.0,0.655,1456.0,30.0,0.667,0.081,0.0,0.0,Single,M
674,35.0,2.0,2.0,0.0,0.0,18.0,3.0,3.0,2.0,5779.0,2517.0,3262.0,1.201,2102.0,32.0,1.133,0.436,0.0,0.0,Married,M
675,57.0,3.0,4.0,2.0,0.0,51.0,1.0,6.0,1.0,5859.0,0.0,5859.0,0.914,8004.0,82.0,0.708,0.0,1.0,0.0,,
676,52.0,3.0,0.0,3.0,0.0,40.0,6.0,3.0,2.0,34516.0,1757.0,32759.0,0.786,4223.0,81.0,0.653,0.051,0.0,0.0,Married,M
677,42.0,3.0,4.0,3.0,0.0,37.0,1.0,1.0,3.0,32106.0,0.0,32106.0,0.678,4452.0,83.0,0.729,0.0,0.0,0.0,Married,M
678,43.0,3.0,4.0,1.0,0.0,36.0,6.0,2.0,2.0,9422.0,2108.0,7314.0,0.891,4633.0,58.0,0.611,0.224,0.0,0.0,Single,M
679,40.0,4.0,0.0,3.0,0.0,36.0,6.0,3.0,2.0,34516.0,572.0,33944.0,1.05,8659.0,81.0,1.077,0.017,0.0,0.0,,
680,55.0,1.0,2.0,0.0,0.0,42.0,4.0,5.0,3.0,1438.3,0.0,1438.3,0.74,4956.0,72.0,0.714,0.0,1.0,1.0,Single,F
681,39.0,1.0,3.0,4.0,0.0,24.0,6.0,2.0,4.0,10074.0,2517.0,7557.0,0.77,1729.0,52.0,0.926,0.25,0.0,0.0,Married,M
682,52.0,1.0,2.0,0.0,0.0,39.0,1.0,2.0,1.0,8506.0,0.0,8506.0,0.719,14289.0,113.0,0.638,0.0,0.0,0.0,Single,F
683,58.0,2.0,3.0,0.0,0.0,44.0,4.0,2.0,3.0,5031.0,1327.0,3704.0,0.553,1433.0,34.0,0.889,0.264,0.0,0.0,Married,F
684,43.0,3.0,1.0,1.0,0.0,35.0,4.0,3.0,3.0,2297.0,1044.0,1253.0,0.591,3161.0,65.0,0.711,0.455,0.0,0.0,Married,F
685,52.0,3.0,4.0,0.0,0.0,45.0,5.0,1.0,3.0,2555.0,1701.0,854.0,1.492,3127.0,45.0,1.25,0.666,0.0,0.0,,
686,38.0,4.0,3.0,1.0,0.0,14.0,4.0,1.0,2.0,4394.0,0.0,4394.0,0.889,1538.0,43.0,0.536,0.0,1.0,1.0,,
687,38.0,3.0,3.0,2.0,0.0,31.0,6.0,1.0,2.0,2014.0,896.0,1118.0,1.055,2460.0,52.0,0.857,0.445,1.0,0.0,Married,M
688,54.0,3.0,3.0,1.0,0.0,34.0,2.0,3.0,4.0,4948.0,0.0,4948.0,0.392,1796.0,41.0,0.519,0.0,0.0,0.0,Single,M
689,45.0,3.0,3.0,1.0,0.0,34.0,4.0,5.0,2.0,1533.0,728.0,805.0,0.906,4659.0,83.0,0.766,0.475,0.0,0.0,Married,M
690,59.0,0.0,1.0,1.0,0.0,48.0,2.0,4.0,3.0,3616.0,1054.0,2562.0,0.616,687.0,17.0,0.545,0.291,0.0,0.0,Single,M
691,31.0,0.0,3.0,1.0,0.0,36.0,2.0,3.0,3.0,4661.0,1835.0,2826.0,0.999,14257.0,110.0,0.964,0.394,0.0,0.0,Married,F
692,35.0,2.0,1.0,0.0,0.0,30.0,3.0,3.0,1.0,4549.0,1193.0,3356.0,0.445,1914.0,33.0,0.5,0.262,0.0,0.0,Married,F
693,45.0,3.0,0.0,0.0,0.0,30.0,3.0,2.0,3.0,2059.0,1118.0,941.0,0.788,4110.0,71.0,1.152,0.543,0.0,0.0,Married,M
694,46.0,4.0,5.0,4.0,0.0,36.0,3.0,2.0,5.0,3104.0,862.0,2242.0,1.057,2781.0,74.0,0.682,0.278,0.0,0.0,Married,F
695,55.0,1.0,3.0,0.0,0.0,42.0,6.0,3.0,2.0,2517.0,1257.0,1260.0,0.834,4528.0,75.0,0.786,0.499,0.0,0.0,Single,M
696,51.0,2.0,2.0,4.0,0.0,42.0,4.0,1.0,4.0,10306.0,1427.0,8879.0,0.709,1456.0,44.0,0.294,0.138,1.0,0.0,Married,F
697,44.0,4.0,0.0,0.0,0.0,38.0,6.0,4.0,1.0,7182.0,1774.0,5408.0,0.583,4294.0,67.0,0.718,0.247,0.0,0.0,,
698,53.0,1.0,3.0,0.0,0.0,48.0,6.0,6.0,3.0,2370.0,1166.0,1204.0,0.562,2164.0,45.0,0.607,0.492,0.0,0.0,Married,M
699,36.0,3.0,0.0,1.0,0.0,25.0,6.0,2.0,4.0,3645.0,2517.0,1128.0,0.749,4142.0,74.0,0.644,0.691,0.0,0.0,Married,M
700,47.0,2.0,0.0,2.0,0.0,36.0,4.0,1.0,2.0,9300.0,769.0,8531.0,0.68,3651.0,67.0,0.718,0.083,0.0,0.0,Divorced,F
701,56.0,5.0,5.0,2.0,0.0,48.0,4.0,2.0,2.0,11281.0,2118.0,9163.0,0.534,1255.0,30.0,0.304,0.188,0.0,1.0,,
702,35.0,1.0,1.0,0.0,0.0,28.0,6.0,0.0,2.0,1438.3,977.0,461.3,1.189,4840.0,85.0,1.073,0.679,0.0,0.0,Married,M
703,35.0,3.0,2.0,3.0,1.0,29.0,2.0,2.0,2.0,34516.0,0.0,34516.0,0.758,12847.0,106.0,0.738,0.0,0.0,0.0,Married,M
704,45.0,1.0,3.0,0.0,0.0,36.0,3.0,4.0,1.0,2632.0,1480.0,1152.0,0.588,4787.0,89.0,0.679,0.562,1.0,0.0,,
705,47.0,4.0,3.0,1.0,0.0,41.0,5.0,3.0,4.0,14535.0,0.0,14535.0,0.711,2970.0,76.0,0.689,0.0,0.0,0.0,,
706,55.0,4.0,2.0,2.0,0.0,48.0,2.0,2.0,3.0,18980.0,2517.0,16463.0,0.655,8295.0,113.0,0.687,0.133,1.0,0.0,Married,F
707,67.0,0.0,2.0,2.0,0.0,56.0,4.0,3.0,3.0,10509.0,2388.0,8121.0,0.777,1365.0,34.0,1.429,0.227,1.0,1.0,Married,M
708,34.0,2.0,1.0,0.0,0.0,24.0,4.0,1.0,0.0,2799.0,0.0,2799.0,0.696,2311.0,43.0,0.654,0.0,0.0,0.0,,
709,61.0,0.0,3.0,1.0,0.0,56.0,2.0,5.0,4.0,3984.0,2245.0,1739.0,0.612,1821.0,39.0,0.696,0.564,0.0,0.0,Married,M
710,42.0,5.0,4.0,1.0,0.0,36.0,1.0,2.0,2.0,10531.0,2330.0,8201.0,0.757,14955.0,118.0,0.662,0.221,0.0,0.0,Married,F
711,36.0,1.0,3.0,0.0,0.0,22.0,5.0,2.0,3.0,1438.3,790.0,648.3,0.615,3959.0,59.0,0.735,0.549,0.0,0.0,Single,M
712,34.0,2.0,0.0,2.0,0.0,36.0,6.0,1.0,2.0,8581.0,2326.0,6255.0,1.226,2513.0,63.0,0.615,0.271,0.0,0.0,,
713,51.0,3.0,3.0,3.0,0.0,43.0,4.0,2.0,3.0,10458.0,0.0,10458.0,0.587,3481.0,51.0,0.5,0.0,0.0,0.0,Married,F
714,38.0,3.0,3.0,0.0,0.0,22.0,4.0,3.0,3.0,1938.0,1175.0,763.0,0.85,4606.0,75.0,0.875,0.606,0.0,0.0,Married,M
715,54.0,1.0,4.0,3.0,0.0,40.0,6.0,3.0,3.0,10260.0,942.0,9318.0,1.042,1566.0,50.0,0.562,0.092,0.0,0.0,Divorced,M
716,49.0,3.0,0.0,0.0,0.0,44.0,2.0,3.0,2.0,7659.0,1698.0,5961.0,0.992,15860.0,105.0,0.75,0.222,0.0,0.0,Married,M
717,45.0,5.0,2.0,1.0,1.0,39.0,3.0,2.0,2.0,15677.0,1227.0,14450.0,0.76,3818.0,81.0,0.588,0.078,0.0,0.0,Married,M
718,60.0,1.0,0.0,2.0,0.0,48.0,3.0,1.0,3.0,10264.0,2073.0,8191.0,0.62,1685.0,45.0,0.364,0.202,0.0,0.0,Single,F
719,55.0,2.0,3.0,4.0,0.0,50.0,3.0,2.0,0.0,10916.0,1536.0,9380.0,1.317,1592.0,34.0,1.0,0.141,0.0,0.0,Single,M
720,32.0,1.0,3.0,0.0,0.0,36.0,3.0,3.0,6.0,2761.0,0.0,2761.0,1.047,2753.0,43.0,0.654,0.0,0.0,0.0,Married,M
721,50.0,2.0,3.0,3.0,0.0,44.0,3.0,3.0,0.0,4589.0,0.0,4589.0,0.845,1590.0,37.0,0.37,0.0,0.0,0.0,Married,F
722,43.0,5.0,3.0,2.0,0.0,38.0,2.0,3.0,5.0,1438.3,0.0,1438.3,0.713,2389.0,49.0,0.361,0.0,0.0,0.0,Married,M
723,37.0,1.0,3.0,0.0,0.0,28.0,4.0,3.0,3.0,1438.3,599.0,839.3,0.897,5136.0,76.0,0.9,0.416,0.0,0.0,Single,M
724,44.0,2.0,5.0,2.0,0.0,36.0,5.0,1.0,2.0,7577.0,2480.0,5097.0,0.435,1409.0,35.0,0.167,0.327,0.0,0.0,Single,F
725,43.0,2.0,0.0,0.0,0.0,36.0,5.0,2.0,4.0,1736.0,1513.0,223.0,0.829,3462.0,67.0,0.558,0.872,0.0,0.0,,
726,50.0,0.0,0.0,1.0,0.0,41.0,6.0,2.0,3.0,7507.0,1697.0,5810.0,1.098,4651.0,71.0,1.029,0.226,0.0,0.0,Married,M
727,63.0,0.0,3.0,1.0,0.0,36.0,6.0,3.0,2.0,7108.0,600.0,6508.0,0.813,3787.0,68.0,0.619,0.084,0.0,1.0,Married,M
728,65.0,0.0,1.0,1.0,0.0,36.0,3.0,3.0,3.0,10962.0,1559.0,9403.0,0.708,2724.0,71.0,0.651,0.142,0.0,0.0,Married,F
729,37.0,3.0,3.0,1.0,0.0,36.0,6.0,4.0,1.0,3908.0,1629.0,2279.0,0.775,1903.0,30.0,0.5,0.417,0.0,0.0,Single,M
730,51.0,2.0,1.0,0.0,0.0,36.0,3.0,2.0,2.0,9930.0,0.0,9930.0,0.731,1276.0,21.0,1.333,0.0,0.0,0.0,Married,F
731,44.0,3.0,1.0,2.0,0.0,36.0,1.0,3.0,2.0,9766.0,1575.0,8191.0,0.661,7605.0,101.0,0.603,0.161,0.0,1.0,Married,M
732,46.0,4.0,3.0,1.0,0.0,42.0,4.0,0.0,3.0,13376.0,1633.0,11743.0,0.98,4515.0,63.0,1.172,0.122,0.0,1.0,Married,F
733,57.0,3.0,5.0,0.0,0.0,44.0,5.0,3.0,2.0,1737.0,813.0,924.0,0.756,3669.0,58.0,0.812,0.468,0.0,0.0,,
734,46.0,1.0,4.0,1.0,0.0,38.0,3.0,2.0,2.0,1803.0,0.0,1803.0,0.415,1979.0,37.0,0.321,0.0,0.0,0.0,Married,F
735,52.0,3.0,3.0,2.0,0.0,46.0,4.0,2.0,2.0,9357.0,1285.0,8072.0,0.694,4173.0,77.0,0.711,0.137,0.0,0.0,,
736,33.0,1.0,4.0,1.0,0.0,36.0,5.0,3.0,3.0,4134.0,1130.0,3004.0,1.222,2475.0,52.0,0.926,0.273,0.0,1.0,Divorced,F
737,60.0,1.0,3.0,1.0,0.0,36.0,6.0,1.0,3.0,4408.0,1201.0,3207.0,0.77,4157.0,71.0,0.651,0.272,0.0,1.0,Single,M
738,51.0,2.0,4.0,0.0,0.0,36.0,3.0,3.0,3.0,4281.0,0.0,4281.0,0.447,1723.0,44.0,0.375,0.0,0.0,0.0,Single,M
739,58.0,2.0,4.0,3.0,0.0,39.0,4.0,2.0,3.0,3742.0,2517.0,1225.0,0.75,16401.0,121.0,0.806,0.673,0.0,0.0,,
740,56.0,2.0,3.0,4.0,0.0,36.0,1.0,3.0,3.0,15769.0,0.0,15769.0,1.041,602.0,15.0,0.364,0.0,0.0,0.0,,
741,39.0,3.0,2.0,3.0,0.0,33.0,6.0,6.0,4.0,18582.0,794.0,17788.0,0.717,1836.0,46.0,0.586,0.043,1.0,0.0,Married,F
742,49.0,3.0,2.0,4.0,0.0,43.0,5.0,3.0,3.0,4781.0,0.0,4781.0,0.788,2451.0,50.0,0.667,0.0,0.0,0.0,Single,M
743,51.0,3.0,3.0,0.0,0.0,36.0,1.0,3.0,1.0,3276.0,1474.0,1802.0,0.759,14212.0,116.0,0.681,0.45,0.0,0.0,Single,M
744,45.0,3.0,2.0,1.0,0.0,37.0,1.0,3.0,2.0,2449.0,0.0,2449.0,0.706,5497.0,88.0,0.63,0.0,0.0,0.0,,
745,46.0,4.0,1.0,1.0,0.0,38.0,6.0,2.0,0.0,3645.0,1179.0,2466.0,0.559,4680.0,87.0,0.933,0.323,0.0,0.0,Married,M
746,53.0,2.0,5.0,0.0,0.0,39.0,1.0,2.0,3.0,1438.3,0.0,1438.3,0.644,807.0,22.0,0.692,0.0,0.0,1.0,Married,M
747,44.0,3.0,2.0,0.0,0.0,38.0,5.0,3.0,2.0,2002.0,1448.0,554.0,0.734,3406.0,62.0,0.632,0.723,0.0,1.0,,
748,44.0,4.0,3.0,3.0,0.0,36.0,3.0,1.0,3.0,20485.0,0.0,20485.0,0.751,3024.0,51.0,1.04,0.0,0.0,0.0,Married,F
749,41.0,3.0,1.0,0.0,0.0,28.0,3.0,2.0,2.0,7234.0,1420.0,5814.0,0.539,4466.0,92.0,0.736,0.196,1.0,0.0,Married,M
750,53.0,1.0,1.0,3.0,0.0,36.0,3.0,3.0,4.0,14111.0,1034.0,13077.0,0.505,2950.0,64.0,0.684,0.073,0.0,0.0,,
751,34.0,2.0,3.0,0.0,0.0,27.0,4.0,1.0,1.0,1901.0,1176.0,725.0,0.612,2450.0,52.0,0.857,0.619,0.0,0.0,Single,F
752,51.0,3.0,2.0,0.0,0.0,25.0,2.0,2.0,2.0,9512.0,1082.0,8430.0,0.701,1007.0,22.0,1.444,0.114,1.0,0.0,Married,M
753,57.0,0.0,3.0,0.0,0.0,45.0,6.0,1.0,2.0,2448.0,0.0,2448.0,0.606,5464.0,98.0,0.607,0.0,0.0,0.0,Single,M
754,54.0,1.0,1.0,3.0,0.0,36.0,2.0,3.0,2.0,11077.0,573.0,10504.0,0.973,8165.0,87.0,0.776,0.052,1.0,0.0,Married,M
755,56.0,1.0,3.0,3.0,0.0,36.0,6.0,1.0,3.0,12786.0,1880.0,10906.0,0.702,1205.0,19.0,0.462,0.147,1.0,0.0,Married,F
756,49.0,2.0,0.0,0.0,0.0,41.0,5.0,1.0,3.0,2189.0,1860.0,329.0,0.834,4195.0,81.0,0.653,0.85,0.0,0.0,Single,F
757,51.0,2.0,3.0,0.0,1.0,36.0,6.0,2.0,3.0,13812.0,1132.0,12680.0,0.699,3723.0,56.0,0.867,0.082,1.0,0.0,Married,M
758,43.0,3.0,0.0,3.0,0.0,31.0,6.0,3.0,4.0,6824.0,2517.0,4307.0,0.972,9045.0,67.0,0.595,0.369,0.0,0.0,,
759,41.0,2.0,5.0,2.0,1.0,28.0,1.0,3.0,3.0,32250.0,1289.0,30961.0,0.703,15785.0,100.0,0.786,0.04,0.0,1.0,Married,F
760,50.0,3.0,0.0,0.0,0.0,36.0,1.0,2.0,3.0,2473.0,1675.0,798.0,0.648,4203.0,73.0,0.872,0.677,0.0,0.0,,
