,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_NA,Income_Category_NA,Gender_M,MS_Married,MS_Single,ln_Total_Trans_Amt,ln_Credit_Limit,ln_Avg_Transaction,Credit_utilization
701,56.0,5.0,5.0,2.0,0.0,48.0,4.0,2.0,2.0,11281.0,2118.0,9163.0,0.534,1255.0,30.0,0.304,0.188,0.0,1.0,False,False,False,7.134890851565884,9.33087517360492,3.733693469903729,0.1877493130041663
702,35.0,1.0,1.0,0.0,0.0,28.0,6.0,0.0,2.0,1438.3,977.0,461.3,1.189,4840.0,85.0,1.073,0.679,0.0,0.0,True,True,False,8.484669999710677,7.271217139609844,4.0420187432203605,0.6792741430855872
703,35.0,3.0,2.0,3.0,1.0,29.0,2.0,2.0,2.0,34516.0,0.0,34516.0,0.758,12847.0,106.0,0.738,0.0,0.0,0.0,True,True,False,9.46086560003161,10.449178263628198,4.7974265059195424,0.0
704,45.0,1.0,3.0,0.0,0.0,36.0,3.0,4.0,1.0,2632.0,1480.0,1152.0,0.588,4787.0,89.0,0.679,0.562,1.0,0.0,False,False,False,8.473659189392508,7.875499292445208,3.985022819660369,0.5623100303951368
705,47.0,4.0,3.0,1.0,0.0,41.0,5.0,3.0,4.0,14535.0,0.0,14535.0,0.711,2970.0,76.0,0.689,0.0,0.0,0.0,False,False,False,7.996317231796746,9.584314812992977,3.665583891510414,0.0
706,55.0,4.0,2.0,2.0,0.0,48.0,2.0,2.0,3.0,18980.0,2517.0,16463.0,0.655,8295.0,113.0,0.687,0.133,1.0,0.0,False,True,False,9.023408202624545,9.85114107216392,4.296020383912205,0.1326132771338251
707,67.0,0.0,2.0,2.0,0.0,56.0,4.0,3.0,3.0,10509.0,2388.0,8121.0,0.777,1365.0,34.0,1.429,0.227,1.0,1.0,True,True,False,7.21890970761906,9.259987311865597,3.6925491830028987,0.22723379960034257
708,34.0,2.0,1.0,0.0,0.0,24.0,4.0,1.0,0.0,2799.0,0.0,2799.0,0.696,2311.0,43.0,0.654,0.0,0.0,0.0,False,False,False,7.745435610274381,7.937017489515454,3.9842354945808185,0.0
709,61.0,0.0,3.0,1.0,0.0,56.0,2.0,5.0,4.0,3984.0,2245.0,1739.0,0.612,1821.0,39.0,0.696,0.564,0.0,0.0,True,True,False,7.507141079727608,8.290041618704489,3.8435794335979616,0.563504016064257
710,42.0,5.0,4.0,1.0,0.0,36.0,1.0,2.0,2.0,10531.0,2330.0,8201.0,0.757,14955.0,118.0,0.662,0.221,0.0,0.0,False,True,False,9.612800971064049,9.262078567380597,4.842116346598384,0.2212515430633368
711,36.0,1.0,3.0,0.0,0.0,22.0,5.0,2.0,3.0,1438.3,790.0,648.3,0.615,3959.0,59.0,0.735,0.549,0.0,0.0,True,False,True,8.28374674710613,7.271217139609844,4.206209303200411,0.5492595425154697
712,34.0,2.0,0.0,2.0,0.0,36.0,6.0,1.0,2.0,8581.0,2326.0,6255.0,1.226,2513.0,63.0,0.615,0.271,0.0,0.0,False,False,False,7.829232537543592,9.057305735807121,3.6860978111520595,0.2710639785572777
713,51.0,3.0,3.0,3.0,0.0,43.0,4.0,2.0,3.0,10458.0,0.0,10458.0,0.587,3481.0,51.0,0.5,0.0,0.0,0.0,False,True,False,8.15507488781144,9.255122514748075,4.223249255087113,0.0
714,38.0,3.0,3.0,0.0,0.0,22.0,4.0,3.0,3.0,1938.0,1175.0,763.0,0.85,4606.0,75.0,0.875,0.606,0.0,0.0,True,True,False,8.43511508038063,7.569411792450712,4.11762696684432,0.6062951496388029
715,54.0,1.0,4.0,3.0,0.0,40.0,6.0,3.0,3.0,10260.0,942.0,9318.0,1.042,1566.0,50.0,0.562,0.092,0.0,0.0,True,False,False,7.356279876550748,9.23600811872476,3.4442568711226023,0.09181286549707603
716,49.0,3.0,0.0,0.0,0.0,44.0,2.0,3.0,2.0,7659.0,1698.0,5961.0,0.992,15860.0,105.0,0.75,0.222,0.0,0.0,True,True,False,9.671555495188839,8.943636705909594,5.017595145031316,0.22169996083039561
717,45.0,5.0,2.0,1.0,1.0,39.0,3.0,2.0,2.0,15677.0,1227.0,14450.0,0.76,3818.0,81.0,0.588,0.078,0.0,0.0,True,True,False,8.247482004285693,9.659949949068531,3.853032849613254,0.07826752567455508
718,60.0,1.0,0.0,2.0,0.0,48.0,3.0,1.0,3.0,10264.0,2073.0,8191.0,0.62,1685.0,45.0,0.364,0.202,0.0,0.0,False,False,True,7.429520842786462,9.236397906295473,3.6228583530161425,0.2019680436477007
719,55.0,2.0,3.0,4.0,0.0,50.0,3.0,2.0,0.0,10916.0,1536.0,9380.0,1.317,1592.0,34.0,1.0,0.141,0.0,0.0,True,False,True,7.3727463664043285,9.29798488182823,3.846385841788167,0.14071088310736535
720,32.0,1.0,3.0,0.0,0.0,36.0,3.0,3.0,6.0,2761.0,0.0,2761.0,1.047,2753.0,43.0,0.654,0.0,0.0,0.0,True,True,False,7.920446505142607,7.923348211930154,4.159246389449045,0.0
721,50.0,2.0,3.0,3.0,0.0,44.0,3.0,3.0,0.0,4589.0,0.0,4589.0,0.845,1590.0,37.0,0.37,0.0,0.0,0.0,False,True,False,7.371489295214277,8.431417414394833,3.7605713825700526,0.0
722,43.0,5.0,3.0,2.0,0.0,38.0,2.0,3.0,5.0,1438.3,0.0,1438.3,0.713,2389.0,49.0,0.361,0.0,0.0,0.0,True,True,False,7.77863014732581,7.271217139609844,3.886809849215183,0.0
723,37.0,1.0,3.0,0.0,0.0,28.0,4.0,3.0,3.0,1438.3,599.0,839.3,0.897,5136.0,76.0,0.9,0.416,0.0,0.0,True,False,True,8.544029845369797,7.271217139609844,4.213296505083466,0.4164638809705903
724,44.0,2.0,5.0,2.0,0.0,36.0,5.0,1.0,2.0,7577.0,2480.0,5097.0,0.435,1409.0,35.0,0.167,0.327,0.0,0.0,False,False,True,7.25063551189868,8.932872621931374,3.6952874504092668,0.3273063217632308
725,43.0,2.0,0.0,0.0,0.0,36.0,5.0,2.0,4.0,1736.0,1513.0,223.0,0.829,3462.0,67.0,0.558,0.872,0.0,0.0,False,False,False,8.149601735736155,7.459338895220296,3.9449091163451886,0.8715437788018433
726,50.0,0.0,0.0,1.0,0.0,41.0,6.0,2.0,3.0,7507.0,1697.0,5810.0,1.098,4651.0,71.0,1.029,0.226,0.0,0.0,True,True,False,8.444837529224097,8.923591197573002,4.182157652182782,0.2260556813640602
727,63.0,0.0,3.0,1.0,0.0,36.0,6.0,3.0,2.0,7108.0,600.0,6508.0,0.813,3787.0,68.0,0.619,0.084,0.0,1.0,True,True,False,8.239329427901795,8.868976189274543,4.0198217227256885,0.08441193021947102
728,65.0,0.0,1.0,1.0,0.0,36.0,3.0,3.0,3.0,10962.0,1559.0,9403.0,0.708,2724.0,71.0,0.651,0.142,0.0,0.0,False,True,False,7.909856667269403,9.302190025606063,3.6471767902280874,0.142218573253056
729,37.0,3.0,3.0,1.0,0.0,36.0,6.0,4.0,1.0,3908.0,1629.0,2279.0,0.775,1903.0,30.0,0.5,0.417,0.0,0.0,True,False,True,7.551186867296149,8.270781013162674,4.149989485633994,0.41683725690890483
730,51.0,2.0,1.0,0.0,0.0,36.0,3.0,2.0,2.0,9930.0,0.0,9930.0,0.731,1276.0,21.0,1.333,0.0,0.0,0.0,False,True,False,7.151485463904735,9.203315757039219,4.106963026181313,0.0
731,44.0,3.0,1.0,2.0,0.0,36.0,1.0,3.0,2.0,9766.0,1575.0,8191.0,0.661,7605.0,101.0,0.603,0.161,0.0,1.0,True,True,False,8.936561204693394,9.186662244621605,4.321440687852133,0.1612738070858079
732,46.0,4.0,3.0,1.0,0.0,42.0,4.0,0.0,3.0,13376.0,1633.0,11743.0,0.98,4515.0,63.0,1.172,0.122,0.0,1.0,False,True,False,8.415160465851086,9.501217335324483,4.272025739459553,0.12208433014354067
733,57.0,3.0,5.0,0.0,0.0,44.0,5.0,3.0,2.0,1737.0,813.0,924.0,0.756,3669.0,58.0,0.812,0.468,0.0,0.0,False,False,False,8.207674424355282,7.459914766241105,4.147231413808862,0.4680483592400691
734,46.0,1.0,4.0,1.0,0.0,38.0,3.0,2.0,2.0,1803.0,0.0,1803.0,0.415,1979.0,37.0,0.321,0.0,0.0,0.0,False,True,False,7.590346945602565,7.497207223203318,3.979429032958341,0.0
735,52.0,3.0,3.0,2.0,0.0,46.0,4.0,2.0,2.0,9357.0,1285.0,8072.0,0.694,4173.0,77.0,0.711,0.137,0.0,0.0,False,False,False,8.336390480591552,9.143880005275912,3.992585058737869,0.13733034092123544
736,33.0,1.0,4.0,1.0,0.0,36.0,5.0,3.0,3.0,4134.0,1130.0,3004.0,1.222,2475.0,52.0,0.926,0.273,0.0,1.0,False,False,False,7.813995675002791,8.327000740241713,3.8627519564213633,0.2733430091920658
737,60.0,1.0,3.0,1.0,0.0,36.0,6.0,1.0,3.0,4408.0,1201.0,3207.0,0.77,4157.0,71.0,0.651,0.272,0.0,1.0,True,False,True,8.332548939252638,8.391176350832751,4.069869062211322,0.272459165154265
738,51.0,2.0,4.0,0.0,0.0,36.0,3.0,3.0,3.0,4281.0,0.0,4281.0,0.447,1723.0,44.0,0.375,0.0,0.0,0.0,True,False,True,7.45182223652793,8.361941906144946,3.6676326026096686,0.0
739,58.0,2.0,4.0,3.0,0.0,39.0,4.0,2.0,3.0,3742.0,2517.0,1225.0,0.75,16401.0,121.0,0.806,0.673,0.0,0.0,False,False,False,9.70509758756311,8.227375506834035,4.909307041966367,0.6726349545697488
740,56.0,2.0,3.0,4.0,0.0,36.0,1.0,3.0,3.0,15769.0,0.0,15769.0,1.041,602.0,15.0,0.364,0.0,0.0,0.0,False,False,False,6.400257445308821,9.665801266405587,3.692207244206611,0.0
741,39.0,3.0,2.0,3.0,0.0,33.0,6.0,6.0,4.0,18582.0,794.0,17788.0,0.717,1836.0,46.0,0.586,0.043,1.0,0.0,False,True,False,7.515344571180436,9.829948649201258,3.6867031746913406,0.04272952319448929
742,49.0,3.0,2.0,4.0,0.0,43.0,5.0,3.0,3.0,4781.0,0.0,4781.0,0.788,2451.0,50.0,0.667,0.0,0.0,0.0,True,False,True,7.804251383528112,8.472405008626103,3.8922283780999667,0.0
743,51.0,3.0,3.0,0.0,0.0,36.0,1.0,3.0,1.0,3276.0,1474.0,1802.0,0.759,14212.0,116.0,0.681,0.45,0.0,0.0,True,False,True,9.561841957140917,8.09437844497296,4.808251766034553,0.44993894993894995
744,45.0,3.0,2.0,1.0,0.0,37.0,1.0,3.0,2.0,2449.0,0.0,2449.0,0.706,5497.0,88.0,0.63,0.0,0.0,0.0,False,False,False,8.61195776786066,7.803435056952168,4.134620953382454,0.0
745,46.0,4.0,1.0,1.0,0.0,38.0,6.0,2.0,0.0,3645.0,1179.0,2466.0,0.559,4680.0,87.0,0.933,0.323,0.0,0.0,True,True,False,8.451053388911692,8.201111644442758,3.985145270257109,0.3234567901234568
746,53.0,2.0,5.0,0.0,0.0,39.0,1.0,2.0,3.0,1438.3,0.0,1438.3,0.644,807.0,22.0,0.692,0.0,0.0,1.0,True,True,False,6.693323668269949,7.271217139609844,3.602281214911633,0.0
747,44.0,3.0,2.0,0.0,0.0,38.0,5.0,3.0,2.0,2002.0,1448.0,554.0,0.734,3406.0,62.0,0.632,0.723,0.0,1.0,False,False,False,8.133293861222633,7.601901959875166,4.006159476177542,0.7232767232767233
748,44.0,4.0,3.0,3.0,0.0,36.0,3.0,1.0,3.0,20485.0,0.0,20485.0,0.751,3024.0,51.0,1.04,0.0,0.0,0.0,False,True,False,8.014335737299424,9.927448189980971,4.082510104575098,0.0
749,41.0,3.0,1.0,0.0,0.0,28.0,3.0,2.0,2.0,7234.0,1420.0,5814.0,0.539,4466.0,92.0,0.736,0.196,1.0,0.0,True,True,False,8.404248432400102,8.886547412512042,3.8824598553510627,0.19629527232513133
750,53.0,1.0,1.0,3.0,0.0,36.0,3.0,3.0,4.0,14111.0,1034.0,13077.0,0.505,2950.0,64.0,0.684,0.073,0.0,0.0,False,False,False,7.989560449333865,9.55470991405776,3.8306773659741937,0.07327616752887818
751,34.0,2.0,3.0,0.0,0.0,27.0,4.0,1.0,1.0,1901.0,1176.0,725.0,0.612,2450.0,52.0,0.857,0.619,0.0,0.0,False,False,True,7.803843303538772,7.550135342488429,3.8525995849573453,0.6186217780115728
752,51.0,3.0,2.0,0.0,0.0,25.0,2.0,2.0,2.0,9512.0,1082.0,8430.0,0.701,1007.0,22.0,1.444,0.114,1.0,0.0,True,True,False,6.914730892718563,9.160309438370618,3.8236884393602466,0.11375105130361648
753,57.0,0.0,3.0,0.0,0.0,45.0,6.0,1.0,2.0,2448.0,0.0,2448.0,0.606,5464.0,98.0,0.607,0.0,0.0,0.0,True,False,True,8.605936401250625,7.803026643632217,4.020968922580054,0.0
754,54.0,1.0,1.0,3.0,0.0,36.0,2.0,3.0,2.0,11077.0,573.0,10504.0,0.973,8165.0,87.0,0.776,0.052,1.0,0.0,True,True,False,9.007612005404566,9.312626165516933,4.541703886749982,0.05172880743883723
755,56.0,1.0,3.0,3.0,0.0,36.0,6.0,1.0,3.0,12786.0,1880.0,10906.0,0.702,1205.0,19.0,0.462,0.147,1.0,0.0,False,True,False,7.094234845924755,9.456106101326672,4.149795866758315,0.14703582042859378
756,49.0,2.0,0.0,0.0,0.0,41.0,5.0,1.0,3.0,2189.0,1860.0,329.0,0.834,4195.0,81.0,0.653,0.85,0.0,0.0,False,False,True,8.341648618901306,7.691200097522863,3.9471994642288677,0.8497030607583371
757,51.0,2.0,3.0,0.0,1.0,36.0,6.0,2.0,3.0,13812.0,1132.0,12680.0,0.699,3723.0,56.0,0.867,0.082,1.0,0.0,True,True,False,8.222285073872717,9.533293058509884,4.1969333831375675,0.08195771792644077
758,43.0,3.0,0.0,3.0,0.0,31.0,6.0,3.0,4.0,6824.0,2517.0,4307.0,0.972,9045.0,67.0,0.595,0.369,0.0,0.0,False,False,False,9.109967397829395,8.828201089171515,4.90527477843843,0.36884525205158264
759,41.0,2.0,5.0,2.0,1.0,28.0,1.0,3.0,3.0,32250.0,1289.0,30961.0,0.703,15785.0,100.0,0.786,0.04,0.0,1.0,False,True,False,9.666815400992093,10.381273322223919,5.061645215004001,0.03996899224806202
760,50.0,3.0,0.0,0.0,0.0,36.0,1.0,2.0,3.0,2473.0,1675.0,798.0,0.648,4203.0,73.0,0.872,0.677,0.0,0.0,False,False,False,8.343553835005117,7.813187267521416,4.053094393856726,0.6773150020218358
761,33.0,2.0,3.0,1.0,0.0,20.0,4.0,3.0,3.0,5657.0,1792.0,3865.0,0.904,1914.0,46.0,0.769,0.317,0.0,0.0,True,True,False,7.5569505720129,8.640648995343156,3.7283091755238047,0.3167756761534382
762,41.0,5.0,4.0,0.0,0.0,33.0,3.0,1.0,2.0,6519.0,851.0,5668.0,0.679,3088.0,65.0,0.711,0.131,0.0,0.0,False,False,False,8.035278911144667,8.782476268924539,3.8608916412490295,0.13054149409418622
763,56.0,1.0,3.0,0.0,0.0,50.0,4.0,1.0,4.0,3688.0,606.0,3082.0,0.57,14596.0,120.0,0.791,0.164,0.0,0.0,True,True,False,9.588502797556337,8.212839584676484,4.801011054774293,0.1643167028199566
764,40.0,3.0,3.0,3.0,0.0,30.0,2.0,2.0,2.0,29338.0,159.0,29179.0,1.017,4983.0,40.0,0.379,0.005,0.0,0.0,False,False,True,8.513787398281405,10.286638883047708,4.824907944167468,0.005419592337582657
765,50.0,4.0,0.0,0.0,0.0,43.0,4.0,3.0,2.0,2835.0,2292.0,543.0,0.732,4686.0,79.0,0.756,0.808,0.0,0.0,False,True,False,8.452334619067742,7.949797216161852,4.082886766600719,0.8084656084656084
766,53.0,3.0,1.0,1.0,0.0,45.0,5.0,1.0,3.0,2495.0,1354.0,1141.0,0.623,1311.0,31.0,0.476,0.543,0.0,1.0,True,True,False,7.1785454837637,7.822044008185619,3.7445582792785537,0.5426853707414829
767,45.0,3.0,1.0,0.0,0.0,32.0,2.0,5.0,1.0,2948.0,968.0,1980.0,0.946,7834.0,86.0,0.509,0.328,0.0,0.0,True,True,False,8.966228514225776,7.988882253309227,4.5118812179722685,0.3283582089552239
768,38.0,2.0,3.0,3.0,0.0,31.0,4.0,1.0,2.0,24296.0,0.0,24296.0,0.781,1886.0,48.0,0.5,0.0,0.0,0.0,False,False,False,7.542213463193403,10.098067006725584,3.671012452285512,0.0
769,44.0,3.0,3.0,0.0,0.0,40.0,2.0,2.0,1.0,1438.3,0.0,1438.3,0.773,4625.0,93.0,0.938,0.0,0.0,0.0,True,False,True,8.439231649946526,7.271217139609844,3.9066321567932696,0.0
770,51.0,3.0,1.0,0.0,0.0,41.0,1.0,4.0,3.0,3229.0,2517.0,712.0,0.622,4526.0,95.0,0.638,0.779,0.0,0.0,True,True,False,8.417593826193484,8.079927770758275,3.863716934592942,0.7794982966862806
771,48.0,2.0,5.0,2.0,0.0,39.0,3.0,2.0,2.0,10033.0,0.0,10033.0,0.644,4106.0,78.0,0.902,0.0,0.0,0.0,False,False,True,8.32020459757888,9.213634938925614,3.963495770889287,0.0
772,56.0,1.0,1.0,1.0,0.0,49.0,2.0,2.0,2.0,2604.0,1395.0,1209.0,0.528,4498.0,85.0,0.7,0.536,1.0,0.0,True,False,True,8.411388132519262,7.86480400332846,3.9687368760289443,0.5357142857142857
773,50.0,3.0,3.0,0.0,0.0,36.0,6.0,5.0,2.0,7596.0,1156.0,6440.0,0.611,4338.0,73.0,0.738,0.152,0.0,0.0,False,False,False,8.37516869138682,8.935377071932177,4.084709250238428,0.1521853607161664
774,48.0,2.0,3.0,3.0,0.0,29.0,6.0,2.0,3.0,24446.0,1854.0,22592.0,0.782,3897.0,75.0,0.786,0.076,0.0,0.0,True,False,True,8.26796230533871,10.104221882337209,3.9504741918023987,0.07584062832365213
775,42.0,2.0,0.0,1.0,0.0,37.0,6.0,1.0,1.0,5099.0,958.0,4141.0,0.607,4025.0,73.0,0.521,0.188,0.0,1.0,False,True,False,8.300280189852664,8.536799721055155,4.009820748704272,0.1878799764659737
776,38.0,1.0,3.0,3.0,0.0,28.0,3.0,2.0,3.0,3946.0,2375.0,1571.0,0.921,1646.0,43.0,0.536,0.602,0.0,0.0,False,True,False,7.406103381237015,8.28045768658256,3.644903265543453,0.6018753167764825
777,36.0,2.0,2.0,2.0,0.0,25.0,5.0,3.0,2.0,1438.3,0.0,1438.3,0.579,2882.0,68.0,0.619,0.0,0.0,0.0,True,True,False,7.966239776559467,7.271217139609844,3.7467320713833607,0.0
778,49.0,2.0,2.0,4.0,0.0,38.0,3.0,6.0,3.0,16494.0,1158.0,15336.0,0.692,7761.0,84.0,0.647,0.07,1.0,0.0,True,False,True,8.95686647085414,9.7107519573933,4.526049672010825,0.07020734812659149
779,48.0,3.0,2.0,0.0,0.0,43.0,3.0,1.0,2.0,3119.0,2196.0,923.0,0.81,4705.0,77.0,1.2,0.704,1.0,0.0,True,True,False,8.45638105201948,8.045267716607803,4.1125756301657965,0.7040718178903494
780,55.0,3.0,3.0,0.0,0.0,35.0,3.0,2.0,3.0,1872.0,1167.0,705.0,0.517,2238.0,45.0,0.607,0.623,0.0,0.0,True,False,True,7.71333788887187,7.534762657037537,3.906675399101551,0.6233974358974359
781,53.0,3.0,0.0,0.0,0.0,40.0,5.0,2.0,3.0,1438.3,661.0,777.3,0.573,4463.0,87.0,0.812,0.46,0.0,0.0,False,False,True,8.40357646462927,7.271217139609844,3.937668345974686,0.4595703260793993
782,50.0,1.0,4.0,1.0,0.0,41.0,6.0,3.0,3.0,1694.0,479.0,1215.0,0.838,2349.0,42.0,0.312,0.283,0.0,0.0,True,True,False,7.761744984658913,7.434847875211999,4.024075366375545,0.2827626918536009
783,48.0,3.0,2.0,0.0,0.0,36.0,5.0,3.0,0.0,1912.0,1163.0,749.0,0.871,4786.0,81.0,0.723,0.608,0.0,0.0,False,True,False,8.47345026846832,7.555905093611346,4.07900111379588,0.6082635983263598
784,33.0,1.0,5.0,0.0,2.0,24.0,2.0,3.0,2.0,15987.0,1992.0,13995.0,0.739,8302.0,81.0,0.841,0.125,0.0,0.0,False,False,False,9.024251728612985,9.679531170964893,4.6298025739405455,0.12460123850628636
785,42.0,3.0,2.0,3.0,0.0,33.0,3.0,3.0,2.0,3714.0,2170.0,1544.0,0.524,1454.0,35.0,0.522,0.584,1.0,0.0,True,False,True,7.282073658093465,8.219864741912652,3.726725596604051,0.5842757135164244
786,48.0,4.0,3.0,1.0,1.0,43.0,3.0,1.0,0.0,21163.0,2517.0,18646.0,0.569,1732.0,35.0,0.458,0.119,0.0,0.0,False,False,True,7.4570320891223805,9.960009652860453,3.901684027632967,0.11893398856494826
787,46.0,3.0,0.0,1.0,0.0,36.0,4.0,2.0,4.0,4707.0,1121.0,3586.0,0.604,3188.0,71.0,0.651,0.238,0.0,0.0,True,True,False,8.067149039910106,8.456806041401142,3.80446916286879,0.2381559379647334
788,51.0,3.0,3.0,1.0,0.0,45.0,5.0,2.0,3.0,9117.0,1259.0,7858.0,0.88,3837.0,75.0,0.705,0.138,0.0,0.0,False,False,False,8.252446090246952,9.117896081584902,3.934957976710642,0.13809367116376
789,38.0,2.0,4.0,3.0,0.0,22.0,4.0,1.0,2.0,15410.0,0.0,15410.0,0.638,3368.0,69.0,0.533,0.0,0.0,0.0,True,True,False,8.122074375362217,9.642771928314161,3.887967870764958,0.0
790,39.0,3.0,0.0,1.0,0.0,27.0,6.0,2.0,1.0,5363.0,0.0,5363.0,0.67,4121.0,78.0,0.625,0.0,0.0,1.0,True,False,True,8.323851131338817,8.587278798982926,3.967142304649226,0.0
791,45.0,5.0,4.0,0.0,0.0,36.0,5.0,2.0,3.0,2658.0,694.0,1964.0,0.722,4774.0,92.0,0.769,0.261,0.0,0.0,True,False,True,8.470939806898775,7.885329239273191,3.949151229849735,0.26109857035364936
792,45.0,3.0,0.0,3.0,0.0,39.0,3.0,1.0,0.0,17996.0,864.0,17132.0,0.597,1589.0,30.0,0.667,0.048,0.0,0.0,False,False,True,7.370860166536716,9.797904789961063,3.9696627848745605,0.0480106690375639
793,49.0,3.0,3.0,0.0,0.0,43.0,2.0,3.0,2.0,2174.0,785.0,1389.0,0.657,3890.0,78.0,0.66,0.361,0.0,0.0,True,False,False,8.266164436612492,7.684324067681155,3.9094556099229,0.3610855565777369
794,55.0,2.0,2.0,1.0,0.0,35.0,4.0,4.0,4.0,1438.3,696.0,742.3,0.888,4307.0,76.0,0.9,0.484,0.0,0.0,False,False,False,8.36799688505411,7.271217139609844,4.03726354476778,0.4839046096085657
795,56.0,4.0,3.0,3.0,0.0,36.0,5.0,3.0,2.0,2078.0,1696.0,382.0,0.562,4382.0,82.0,0.783,0.816,0.0,0.0,False,True,False,8.385260520155413,7.639161171659173,3.978541272891159,0.8161693936477382
796,39.0,1.0,2.0,3.0,0.0,36.0,6.0,1.0,1.0,22125.0,0.0,22125.0,0.645,1994.0,57.0,0.727,0.0,0.0,1.0,False,True,False,7.597897950521784,10.00446346987613,3.5548466826872334,0.0
797,50.0,1.0,3.0,1.0,0.0,37.0,3.0,1.0,0.0,12064.0,1312.0,10752.0,0.462,4100.0,67.0,0.675,0.109,0.0,0.0,False,False,False,8.318742252692399,9.397981090247738,4.114049633301433,0.10875331564986737
798,43.0,3.0,3.0,2.0,0.0,30.0,3.0,2.0,4.0,19711.0,0.0,19711.0,1.037,3602.0,72.0,1.0,0.0,0.0,0.0,True,True,False,8.189244525735901,9.888932134526929,3.912578406719846,0.0
799,34.0,2.0,0.0,3.0,0.0,36.0,3.0,2.0,0.0,12182.0,1136.0,11046.0,0.753,2295.0,63.0,0.5,0.093,0.0,0.0,False,True,False,7.738488122494646,9.40771473139643,3.5953533961031128,0.09325233951732063
800,57.0,3.0,2.0,0.0,0.0,51.0,5.0,1.0,0.0,2894.0,0.0,2894.0,0.886,5405.0,87.0,0.706,0.0,0.0,0.0,True,False,True,8.595079730073309,7.970394907191429,4.129171611418725,0.0
801,41.0,3.0,5.0,4.0,0.0,26.0,3.0,2.0,2.0,9220.0,0.0,9220.0,0.733,2276.0,32.0,0.6,0.0,0.0,0.0,True,True,False,7.730174795246222,9.12913031655064,4.264438892446495,0.0
802,33.0,0.0,2.0,1.0,0.0,15.0,3.0,1.0,4.0,2299.0,0.0,2299.0,0.663,2323.0,47.0,0.469,0.0,0.0,1.0,True,True,False,7.750614732770409,7.740229524763182,3.9004671310603505,0.0
803,49.0,0.0,1.0,0.0,0.0,43.0,6.0,3.0,3.0,2874.0,0.0,2874.0,0.676,4617.0,89.0,0.78,0.0,1.0,1.0,True,True,False,8.43750042250699,7.96346006663897,3.948864052774849,0.0
804,45.0,2.0,3.0,2.0,0.0,34.0,5.0,1.0,1.0,13362.0,0.0,13362.0,0.682,4155.0,79.0,0.795,0.0,0.0,0.0,False,False,False,8.332067707289548,9.500170136485423,3.962619854822527,0.0
805,40.0,2.0,0.0,0.0,0.0,27.0,2.0,6.0,2.0,1965.0,0.0,1965.0,0.608,4268.0,91.0,0.857,0.0,0.0,0.0,True,False,True,8.358900612421644,7.583247524303362,3.848041105904794,0.0
806,48.0,3.0,1.0,0.0,0.0,37.0,4.0,2.0,1.0,2363.0,978.0,1385.0,0.662,2635.0,40.0,0.538,0.414,0.0,0.0,False,True,False,7.876638460975463,7.767687277186908,4.187759006861526,0.41388066017774017
807,53.0,2.0,1.0,3.0,0.0,44.0,4.0,1.0,3.0,7181.0,2517.0,4664.0,0.545,1636.0,39.0,0.56,0.351,1.0,0.0,False,True,False,7.400009517162692,8.879193928110318,3.7364478710330458,0.3505082857540732
808,44.0,2.0,1.0,0.0,0.0,31.0,3.0,3.0,3.0,1506.0,168.0,1338.0,0.671,2312.0,44.0,0.467,0.112,0.0,0.0,True,True,False,7.7458682297922685,7.317212408359839,3.961678595874007,0.11155378486055777
809,49.0,4.0,1.0,3.0,0.0,38.0,6.0,6.0,3.0,9738.0,1835.0,7903.0,0.763,4816.0,49.0,0.885,0.188,1.0,0.0,False,False,False,8.479698986988657,9.183791036742646,4.58787868887803,0.1884370507291025
810,56.0,2.0,3.0,2.0,0.0,44.0,3.0,1.0,2.0,2043.0,1928.0,115.0,0.791,2311.0,57.0,0.839,0.944,0.0,0.0,True,False,True,7.745435610274381,7.622174594817622,3.7023843424398306,0.9437102300538424
811,46.0,3.0,1.0,4.0,1.0,36.0,4.0,2.0,3.0,34516.0,154.0,34362.0,0.602,1987.0,46.0,0.586,0.004,0.0,1.0,True,False,False,7.594381242551817,10.449178263628198,3.765739846062722,0.0044616989222389615
812,38.0,3.0,1.0,0.0,0.0,26.0,3.0,3.0,3.0,1939.0,1484.0,455.0,0.576,4790.0,77.0,0.75,0.765,0.0,0.0,True,True,False,8.474285690404962,7.569927655242652,4.130480268551277,0.7653429602888087
813,46.0,2.0,2.0,0.0,0.0,42.0,1.0,0.0,4.0,2002.0,0.0,2002.0,0.803,2423.0,39.0,0.857,0.0,1.0,0.0,True,True,False,7.792761720816526,7.601901959875166,4.12920007468688,0.0
814,35.0,1.0,5.0,1.0,0.0,24.0,6.0,3.0,2.0,10467.0,1961.0,8506.0,0.713,2665.0,65.0,0.667,0.187,0.0,0.0,False,False,True,7.887959336599945,9.255982729854884,3.713572066704308,0.1873507213146078
815,46.0,4.0,1.0,2.0,0.0,32.0,5.0,3.0,3.0,1438.3,738.0,700.3,0.709,4368.0,87.0,0.74,0.513,1.0,0.0,False,False,False,8.38206051742474,7.271217139609844,3.916152398770157,0.5131057498435654
